dataset,alg,experiment
openml__segment__146822,rtdl_FTTransformer,algs-gpu-2-datasets-a
openml__segment__146822,rtdl_MLP,algs-gpu-2-datasets-a
openml__semeion__9964,CatBoost,gpu-expt-a
openml__semeion__9964,DANet,algs-gpu-2-datasets-a
openml__semeion__9964,DecisionTree,cpu-expt
openml__semeion__9964,KNN,cpu-expt
openml__semeion__9964,LightGBM,cpu-expt
openml__semeion__9964,LinearModel,cpu-expt
openml__semeion__9964,MLP,gpu-expt-a
openml__semeion__9964,NODE,algs-gpu-2-datasets-a
openml__semeion__9964,RandomForest,cpu-expt
openml__semeion__9964,SAINT,algs-gpu-2-datasets-a
openml__semeion__9964,STG,algs-gpu-2-datasets-a
openml__semeion__9964,SVM,cpu-expt
openml__semeion__9964,TabNet,gpu-expt-a
openml__semeion__9964,TabTransformer,algs-gpu-2-datasets-a
openml__semeion__9964,VIME,gpu-expt-a
openml__semeion__9964,XGBoost,gpu-expt-a
openml__semeion__9964,rtdl_FTTransformer,algs-gpu-2-datasets-a
openml__semeion__9964,rtdl_MLP,algs-gpu-2-datasets-a
openml__semeion__9964,rtdl_ResNet,algs-gpu-2-datasets-a
openml__shuttle__146212,DANet,algs-gpu-2-datasets-a
openml__shuttle__146212,DecisionTree,cpu-expt
openml__shuttle__146212,KNN,cpu-expt
openml__shuttle__146212,LightGBM,cpu-expt
openml__shuttle__146212,LinearModel,cpu-expt
openml__shuttle__146212,MLP,gpu-expt-a
openml__shuttle__146212,NODE,algs-gpu-2-datasets-a
openml__shuttle__146212,RandomForest,cpu-expt
openml__shuttle__146212,SAINT,algs-gpu-2-datasets-a
openml__shuttle__146212,STG,algs-gpu-2-datasets-a
openml__shuttle__146212,SVM,cpu-expt
openml__shuttle__146212,TabNet,gpu-expt-a
openml__shuttle__146212,TabTransformer,algs-gpu-2-datasets-a
openml__shuttle__146212,VIME,gpu-expt-a
openml__shuttle__146212,XGBoost,gpu-expt-a
openml__shuttle__146212,rtdl_FTTransformer,algs-gpu-2-datasets-a
openml__shuttle__146212,rtdl_ResNet,algs-gpu-2-datasets-a
openml__sick__3021,CatBoost,gpu-expt-a
openml__sick__3021,DANet,algs-gpu-2-datasets-a
openml__sick__3021,DecisionTree,cpu-expt
openml__sick__3021,DeepFM,algs-gpu-2-datasets-a
openml__sick__3021,KNN,cpu-expt
openml__sick__3021,LightGBM,cpu-expt
openml__sick__3021,LinearModel,cpu-expt
openml__sick__3021,MLP,gpu-expt-a
openml__sick__3021,NAM,algs-gpu-2-datasets-a
openml__sick__3021,NODE,algs-gpu-2-datasets-a
openml__sick__3021,RandomForest,cpu-expt
openml__sick__3021,STG,algs-gpu-2-datasets-a
openml__sick__3021,SVM,cpu-expt
openml__sick__3021,TabNet,gpu-expt-a
openml__sick__3021,TabTransformer,algs-gpu-2-datasets-a
openml__sick__3021,VIME,gpu-expt-a
openml__sick__3021,XGBoost,gpu-expt-a
openml__sick__3021,rtdl_FTTransformer,algs-gpu-2-datasets-a
openml__sick__3021,rtdl_MLP,algs-gpu-2-datasets-a
openml__sick__3021,rtdl_ResNet,algs-gpu-2-datasets-a
openml__skin-segmentation__9965,CatBoost,gpu-expt-a
openml__skin-segmentation__9965,DANet,algs-gpu-2-datasets-a
openml__skin-segmentation__9965,DecisionTree,cpu-expt
openml__skin-segmentation__9965,DeepFM,algs-gpu-2-datasets-a
openml__skin-segmentation__9965,KNN,cpu-expt
openml__skin-segmentation__9965,LightGBM,cpu-expt
openml__skin-segmentation__9965,LinearModel,cpu-expt
openml__skin-segmentation__9965,MLP,gpu-expt-a
openml__skin-segmentation__9965,NODE,algs-gpu-2-datasets-a
openml__skin-segmentation__9965,RandomForest,cpu-expt
openml__skin-segmentation__9965,SAINT,algs-gpu-2-datasets-a
openml__skin-segmentation__9965,STG,algs-gpu-2-datasets-a
openml__skin-segmentation__9965,SVM,cpu-expt
openml__skin-segmentation__9965,TabNet,gpu-expt-a
openml__skin-segmentation__9965,TabTransformer,algs-gpu-2-datasets-a
openml__skin-segmentation__9965,VIME,gpu-expt-a
openml__skin-segmentation__9965,XGBoost,gpu-expt-a
openml__skin-segmentation__9965,rtdl_FTTransformer,algs-gpu-2-datasets-a
openml__socmob__3797,CatBoost,algs-gpu-1-datasets-b-v2
openml__socmob__3797,CatBoost,algs-gpu-1-datasets-b
openml__socmob__3797,DANet,algs-gpu-2-datasets-b
openml__socmob__3797,DecisionTree,algs-cpu-1-datasets-b
openml__socmob__3797,DeepFM,algs-gpu-2-datasets-b
openml__socmob__3797,KNN,algs-cpu-1-datasets-b
openml__socmob__3797,LightGBM,algs-cpu-1-datasets-b
openml__socmob__3797,LinearModel,algs-cpu-1-datasets-b
openml__socmob__3797,LinearModel,all-datasets-b
openml__socmob__3797,MLP,algs-gpu-1-datasets-b-v3
openml__socmob__3797,MLP,algs-gpu-1-datasets-b
openml__socmob__3797,NAM,algs-gpu-2-datasets-b
openml__socmob__3797,NODE,algs-gpu-2-datasets-b
openml__socmob__3797,RandomForest,algs-cpu-1-datasets-b
openml__socmob__3797,SAINT,algs-gpu-2-datasets-b
openml__socmob__3797,STG,algs-gpu-2-datasets-b
openml__socmob__3797,SVM,algs-cpu-1-datasets-b
openml__socmob__3797,TabNet,algs-gpu-1-datasets-b-v3
openml__socmob__3797,TabNet,algs-gpu-1-datasets-b
openml__socmob__3797,TabTransformer,algs-gpu-2-datasets-b
openml__socmob__3797,VIME,algs-gpu-1-datasets-b-v3
openml__socmob__3797,VIME,algs-gpu-1-datasets-b
openml__socmob__3797,XGBoost,algs-gpu-1-datasets-b-v2
openml__socmob__3797,XGBoost,algs-gpu-1-datasets-b-v3
openml__socmob__3797,XGBoost,algs-gpu-1-datasets-b
openml__socmob__3797,rtdl_FTTransformer,algs-gpu-2-datasets-b
openml__socmob__3797,rtdl_MLP,algs-gpu-2-datasets-b
openml__socmob__3797,rtdl_ResNet,algs-gpu-2-datasets-b
openml__solar-flare__2068,CatBoost,algs-gpu-1-datasets-b-v2
openml__solar-flare__2068,CatBoost,algs-gpu-1-datasets-b-v3
openml__solar-flare__2068,CatBoost,algs-gpu-1-datasets-b
openml__solar-flare__2068,DANet,algs-gpu-2-datasets-b
openml__solar-flare__2068,DecisionTree,algs-cpu-1-datasets-b
openml__solar-flare__2068,KNN,algs-cpu-1-datasets-b
openml__solar-flare__2068,LightGBM,algs-cpu-1-datasets-b
openml__solar-flare__2068,LinearModel,algs-cpu-1-datasets-b
openml__solar-flare__2068,LinearModel,all-datasets-b
openml__solar-flare__2068,MLP,algs-gpu-1-datasets-b-v3
openml__solar-flare__2068,MLP,algs-gpu-1-datasets-b
openml__solar-flare__2068,NODE,algs-gpu-2-datasets-b
openml__solar-flare__2068,RandomForest,algs-cpu-1-datasets-b
openml__solar-flare__2068,SAINT,algs-gpu-2-datasets-b
openml__solar-flare__2068,STG,algs-gpu-2-datasets-b
openml__solar-flare__2068,SVM,algs-cpu-1-datasets-b
openml__solar-flare__2068,TabNet,algs-gpu-1-datasets-b-v3
openml__solar-flare__2068,TabNet,algs-gpu-1-datasets-b
openml__solar-flare__2068,TabTransformer,algs-gpu-2-datasets-b
openml__solar-flare__2068,VIME,algs-gpu-1-datasets-b-v3
openml__solar-flare__2068,VIME,algs-gpu-1-datasets-b
openml__solar-flare__2068,XGBoost,algs-gpu-1-datasets-b-v2
openml__solar-flare__2068,XGBoost,algs-gpu-1-datasets-b-v3
openml__solar-flare__2068,XGBoost,algs-gpu-1-datasets-b
openml__solar-flare__2068,rtdl_FTTransformer,algs-gpu-2-datasets-b
openml__solar-flare__2068,rtdl_MLP,algs-gpu-2-datasets-b
openml__solar-flare__2068,rtdl_ResNet,algs-gpu-2-datasets-b
openml__sonar__39,CatBoost,algs-gpu-1-datasets-b-v2
openml__sonar__39,CatBoost,algs-gpu-1-datasets-b
openml__sonar__39,DANet,algs-gpu-2-datasets-b
openml__sonar__39,DecisionTree,algs-cpu-1-datasets-b
openml__sonar__39,DeepFM,algs-gpu-2-datasets-b
openml__sonar__39,KNN,algs-cpu-1-datasets-b
openml__sonar__39,LightGBM,algs-cpu-1-datasets-b
openml__sonar__39,LinearModel,algs-cpu-1-datasets-b
openml__sonar__39,LinearModel,all-datasets-b
openml__sonar__39,MLP,algs-gpu-1-datasets-b-v3
openml__sonar__39,MLP,algs-gpu-1-datasets-b
openml__sonar__39,NAM,algs-gpu-2-datasets-b
openml__sonar__39,NODE,algs-gpu-2-datasets-b
openml__sonar__39,RandomForest,algs-cpu-1-datasets-b
openml__sonar__39,STG,algs-gpu-2-datasets-b
openml__sonar__39,SVM,algs-cpu-1-datasets-b
openml__sonar__39,TabNet,algs-gpu-1-datasets-b-v3
openml__sonar__39,TabNet,algs-gpu-1-datasets-b
openml__sonar__39,TabTransformer,algs-gpu-2-datasets-b
openml__sonar__39,VIME,algs-gpu-1-datasets-b-v3
openml__sonar__39,VIME,algs-gpu-1-datasets-b
openml__sonar__39,XGBoost,algs-gpu-1-datasets-b-v2
openml__sonar__39,XGBoost,algs-gpu-1-datasets-b-v3
openml__sonar__39,XGBoost,algs-gpu-1-datasets-b
openml__sonar__39,rtdl_FTTransformer,algs-gpu-2-datasets-b
openml__sonar__39,rtdl_MLP,algs-gpu-2-datasets-b
openml__soybean__41,CatBoost,gpu-expt-a
openml__soybean__41,DANet,algs-gpu-2-datasets-a
openml__soybean__41,DecisionTree,cpu-expt
openml__soybean__41,KNN,cpu-expt
openml__soybean__41,LightGBM,cpu-expt
openml__soybean__41,LinearModel,cpu-expt
openml__soybean__41,MLP,gpu-expt-a
openml__soybean__41,NODE,algs-gpu-2-datasets-a
openml__soybean__41,RandomForest,cpu-expt
openml__soybean__41,STG,algs-gpu-2-datasets-a
openml__soybean__41,TabNet,gpu-expt-a
openml__soybean__41,TabTransformer,algs-gpu-2-datasets-a
openml__soybean__41,VIME,gpu-expt-a
openml__soybean__41,XGBoost,gpu-expt-a
openml__soybean__41,rtdl_FTTransformer,algs-gpu-2-datasets-a
openml__soybean__41,rtdl_MLP,algs-gpu-2-datasets-a
openml__soybean__41,rtdl_ResNet,algs-gpu-2-datasets-a
openml__spambase__43,CatBoost,gpu-expt-a
openml__spambase__43,DANet,algs-gpu-2-datasets-a
openml__spambase__43,DecisionTree,cpu-expt
openml__spambase__43,DeepFM,algs-gpu-2-datasets-a
openml__spambase__43,KNN,cpu-expt
openml__spambase__43,LightGBM,cpu-expt
openml__spambase__43,LinearModel,cpu-expt
openml__spambase__43,MLP,gpu-expt-a
openml__spambase__43,NAM,algs-gpu-2-datasets-a
openml__spambase__43,NODE,algs-gpu-2-datasets-a
openml__spambase__43,RandomForest,cpu-expt
openml__spambase__43,SAINT,algs-gpu-2-datasets-a
openml__spambase__43,STG,algs-gpu-2-datasets-a
openml__spambase__43,SVM,cpu-expt
openml__spambase__43,TabNet,gpu-expt-a
openml__spambase__43,TabTransformer,algs-gpu-2-datasets-a
openml__spambase__43,VIME,gpu-expt-a
openml__spambase__43,XGBoost,gpu-expt-a
openml__spambase__43,rtdl_FTTransformer,algs-gpu-2-datasets-a
openml__spambase__43,rtdl_ResNet,algs-gpu-2-datasets-a
openml__splice__45,CatBoost,gpu-expt-a
openml__splice__45,DANet,algs-gpu-2-datasets-a
openml__splice__45,DecisionTree,cpu-expt
openml__splice__45,KNN,cpu-expt
openml__splice__45,LightGBM,cpu-expt
openml__splice__45,LinearModel,cpu-expt
openml__splice__45,MLP,gpu-expt-a
openml__splice__45,NODE,algs-gpu-2-datasets-a
openml__splice__45,RandomForest,cpu-expt
openml__splice__45,SAINT,algs-gpu-2-datasets-a
openml__splice__45,STG,algs-gpu-2-datasets-a
openml__splice__45,SVM,cpu-expt
openml__splice__45,TabNet,gpu-expt-a
openml__splice__45,TabTransformer,algs-gpu-2-datasets-a
openml__splice__45,VIME,gpu-expt-a
openml__splice__45,XGBoost,gpu-expt-a
openml__splice__45,rtdl_FTTransformer,algs-gpu-2-datasets-a
openml__splice__45,rtdl_MLP,algs-gpu-2-datasets-a
openml__splice__45,rtdl_ResNet,algs-gpu-2-datasets-a
openml__steel-plates-fault__146817,CatBoost,gpu-expt-a
openml__steel-plates-fault__146817,DANet,algs-gpu-2-datasets-a
openml__steel-plates-fault__146817,DecisionTree,cpu-expt
openml__steel-plates-fault__146817,KNN,cpu-expt
openml__steel-plates-fault__146817,LightGBM,cpu-expt
openml__steel-plates-fault__146817,LinearModel,cpu-expt
openml__steel-plates-fault__146817,MLP,gpu-expt-a
openml__steel-plates-fault__146817,NODE,algs-gpu-2-datasets-a
openml__steel-plates-fault__146817,RandomForest,cpu-expt
openml__steel-plates-fault__146817,STG,algs-gpu-2-datasets-a
openml__steel-plates-fault__146817,SVM,cpu-expt
openml__steel-plates-fault__146817,TabNet,gpu-expt-a
openml__steel-plates-fault__146817,TabTransformer,algs-gpu-2-datasets-a
openml__steel-plates-fault__146817,VIME,gpu-expt-a
openml__steel-plates-fault__146817,XGBoost,gpu-expt-a
openml__steel-plates-fault__146817,rtdl_FTTransformer,algs-gpu-2-datasets-a
openml__steel-plates-fault__146817,rtdl_MLP,algs-gpu-2-datasets-a
openml__sulfur__360966,CatBoost,gpu-expt-a
openml__sulfur__360966,DANet,algs-gpu-2-datasets-a
openml__sulfur__360966,DecisionTree,cpu-expt
openml__sulfur__360966,DeepFM,algs-gpu-2-datasets-a
openml__sulfur__360966,KNN,cpu-expt
openml__sulfur__360966,LightGBM,cpu-expt
openml__sulfur__360966,LinearModel,cpu-expt
openml__sulfur__360966,MLP,gpu-expt-a
openml__sulfur__360966,NODE,algs-gpu-2-datasets-a
openml__sulfur__360966,RandomForest,cpu-expt
openml__sulfur__360966,SAINT,algs-gpu-2-datasets-a
openml__sulfur__360966,STG,algs-gpu-2-datasets-a
openml__sulfur__360966,TabNet,gpu-expt-a
openml__sulfur__360966,TabTransformer,algs-gpu-2-datasets-a
openml__sulfur__360966,VIME,gpu-expt-a
openml__sulfur__360966,XGBoost,gpu-expt-a
openml__sylva_agnostic__3889,CatBoost,algs-gpu-1-datasets-b-v2
openml__sylva_agnostic__3889,CatBoost,algs-gpu-1-datasets-b-v3
openml__sylva_agnostic__3889,CatBoost,algs-gpu-1-datasets-b
openml__sylva_agnostic__3889,DANet,algs-gpu-2-datasets-b
openml__sylva_agnostic__3889,DecisionTree,algs-cpu-1-datasets-b
openml__sylva_agnostic__3889,DeepFM,algs-gpu-2-datasets-b
openml__sylva_agnostic__3889,KNN,algs-cpu-1-datasets-b
openml__sylva_agnostic__3889,LightGBM,algs-cpu-1-datasets-b
openml__sylva_agnostic__3889,LinearModel,algs-cpu-1-datasets-b
openml__sylva_agnostic__3889,LinearModel,all-datasets-b
openml__sylva_agnostic__3889,MLP,algs-gpu-1-datasets-b-v3
openml__sylva_agnostic__3889,MLP,algs-gpu-1-datasets-b
openml__sylva_agnostic__3889,NODE,algs-gpu-2-datasets-b
openml__sylva_agnostic__3889,RandomForest,algs-cpu-1-datasets-b
openml__sylva_agnostic__3889,STG,algs-gpu-2-datasets-b
openml__sylva_agnostic__3889,SVM,algs-cpu-1-datasets-b
openml__sylva_agnostic__3889,TabNet,algs-gpu-1-datasets-b-v3
openml__sylva_agnostic__3889,TabNet,algs-gpu-1-datasets-b
openml__sylva_agnostic__3889,TabTransformer,algs-gpu-2-datasets-b
openml__sylva_agnostic__3889,VIME,algs-gpu-1-datasets-b-v3
openml__sylva_agnostic__3889,VIME,algs-gpu-1-datasets-b
openml__sylva_agnostic__3889,XGBoost,algs-gpu-1-datasets-b-v2
openml__sylva_agnostic__3889,XGBoost,algs-gpu-1-datasets-b-v3
openml__sylva_agnostic__3889,XGBoost,algs-gpu-1-datasets-b
openml__sylva_agnostic__3889,rtdl_FTTransformer,algs-gpu-2-datasets-b
openml__sylvine__168912,CatBoost,gpu-expt-a
openml__sylvine__168912,DANet,algs-gpu-2-datasets-a
openml__sylvine__168912,DecisionTree,cpu-expt
openml__sylvine__168912,DeepFM,algs-gpu-2-datasets-a
openml__sylvine__168912,KNN,cpu-expt
openml__sylvine__168912,LightGBM,cpu-expt
openml__sylvine__168912,LinearModel,cpu-expt
openml__sylvine__168912,MLP,gpu-expt-a
openml__sylvine__168912,NAM,algs-gpu-2-datasets-a
openml__sylvine__168912,NODE,algs-gpu-2-datasets-a
openml__sylvine__168912,RandomForest,cpu-expt
openml__sylvine__168912,STG,algs-gpu-2-datasets-a
openml__sylvine__168912,SVM,cpu-expt
openml__sylvine__168912,TabNet,gpu-expt-a
openml__sylvine__168912,TabTransformer,algs-gpu-2-datasets-a
openml__sylvine__168912,VIME,gpu-expt-a
openml__sylvine__168912,XGBoost,gpu-expt-a
openml__sylvine__168912,rtdl_FTTransformer,algs-gpu-2-datasets-a
openml__sylvine__168912,rtdl_MLP,algs-gpu-2-datasets-a
openml__synthetic_control__3512,CatBoost,algs-gpu-1-datasets-b-v2
openml__synthetic_control__3512,CatBoost,algs-gpu-1-datasets-b-v3
openml__synthetic_control__3512,CatBoost,algs-gpu-1-datasets-b
openml__synthetic_control__3512,DANet,algs-gpu-2-datasets-b
openml__synthetic_control__3512,DecisionTree,algs-cpu-1-datasets-b
openml__synthetic_control__3512,KNN,algs-cpu-1-datasets-b
openml__synthetic_control__3512,LightGBM,algs-cpu-1-datasets-b
openml__synthetic_control__3512,LinearModel,algs-cpu-1-datasets-b
openml__synthetic_control__3512,LinearModel,all-datasets-b
openml__synthetic_control__3512,MLP,algs-gpu-1-datasets-b-v3
openml__synthetic_control__3512,MLP,algs-gpu-1-datasets-b
openml__synthetic_control__3512,NODE,algs-gpu-2-datasets-b
openml__synthetic_control__3512,RandomForest,algs-cpu-1-datasets-b
openml__synthetic_control__3512,STG,algs-gpu-2-datasets-b
openml__synthetic_control__3512,SVM,algs-cpu-1-datasets-b
openml__synthetic_control__3512,TabNet,algs-gpu-1-datasets-b-v3
openml__synthetic_control__3512,TabNet,algs-gpu-1-datasets-b
openml__synthetic_control__3512,TabTransformer,algs-gpu-2-datasets-b
openml__synthetic_control__3512,VIME,algs-gpu-1-datasets-b-v3
openml__synthetic_control__3512,VIME,algs-gpu-1-datasets-b
openml__synthetic_control__3512,XGBoost,algs-gpu-1-datasets-b-v2
openml__synthetic_control__3512,XGBoost,algs-gpu-1-datasets-b-v3
openml__synthetic_control__3512,XGBoost,algs-gpu-1-datasets-b
openml__synthetic_control__3512,rtdl_FTTransformer,algs-gpu-2-datasets-b
openml__synthetic_control__3512,rtdl_MLP,algs-gpu-2-datasets-b
openml__tae__47,CatBoost,algs-gpu-1-datasets-b-v2
openml__tae__47,CatBoost,algs-gpu-1-datasets-b-v3
openml__tae__47,CatBoost,algs-gpu-1-datasets-b
openml__tae__47,DANet,algs-gpu-2-datasets-b
openml__tae__47,DecisionTree,algs-cpu-1-datasets-b
openml__tae__47,KNN,algs-cpu-1-datasets-b
openml__tae__47,LightGBM,algs-cpu-1-datasets-b
openml__tae__47,LinearModel,algs-cpu-1-datasets-b
openml__tae__47,LinearModel,all-datasets-b
openml__tae__47,MLP,algs-gpu-1-datasets-b-v3
openml__tae__47,MLP,algs-gpu-1-datasets-b
openml__tae__47,NODE,algs-gpu-2-datasets-b
openml__tae__47,RandomForest,algs-cpu-1-datasets-b
openml__tae__47,STG,algs-gpu-2-datasets-b
openml__tae__47,SVM,algs-cpu-1-datasets-b
openml__tae__47,TabNet,algs-gpu-1-datasets-b-v3
openml__tae__47,TabNet,algs-gpu-1-datasets-b
openml__tae__47,TabTransformer,algs-gpu-2-datasets-b
openml__tae__47,VIME,algs-gpu-1-datasets-b-v3
openml__tae__47,VIME,algs-gpu-1-datasets-b
openml__tae__47,XGBoost,algs-gpu-1-datasets-b-v2
openml__tae__47,XGBoost,algs-gpu-1-datasets-b-v3
openml__tae__47,XGBoost,algs-gpu-1-datasets-b
openml__tae__47,rtdl_FTTransformer,algs-gpu-2-datasets-b
openml__tae__47,rtdl_MLP,algs-gpu-2-datasets-b
openml__tae__47,rtdl_ResNet,algs-gpu-2-datasets-b
openml__texture__125922,CatBoost,gpu-expt-a
openml__texture__125922,DANet,algs-gpu-2-datasets-a
openml__texture__125922,DecisionTree,cpu-expt
openml__texture__125922,KNN,cpu-expt
openml__texture__125922,LightGBM,cpu-expt
openml__texture__125922,LinearModel,cpu-expt
openml__texture__125922,MLP,gpu-expt-a
openml__texture__125922,NODE,algs-gpu-2-datasets-a
openml__texture__125922,RandomForest,cpu-expt
openml__texture__125922,STG,algs-gpu-2-datasets-a
openml__texture__125922,SVM,cpu-expt
openml__texture__125922,TabNet,gpu-expt-a
openml__texture__125922,TabTransformer,algs-gpu-2-datasets-a
openml__texture__125922,VIME,gpu-expt-a
openml__texture__125922,XGBoost,gpu-expt-a
openml__texture__125922,rtdl_FTTransformer,algs-gpu-2-datasets-a
openml__texture__125922,rtdl_MLP,algs-gpu-2-datasets-a
openml__texture__125922,rtdl_ResNet,algs-gpu-2-datasets-a
openml__tic-tac-toe__49,CatBoost,gpu-expt-a
openml__tic-tac-toe__49,DANet,algs-gpu-2-datasets-a
openml__tic-tac-toe__49,DecisionTree,cpu-expt
openml__tic-tac-toe__49,DeepFM,algs-gpu-2-datasets-a
openml__tic-tac-toe__49,KNN,cpu-expt
openml__tic-tac-toe__49,LightGBM,cpu-expt
openml__tic-tac-toe__49,LinearModel,cpu-expt
openml__tic-tac-toe__49,MLP,gpu-expt-a
openml__tic-tac-toe__49,NAM,algs-gpu-2-datasets-a
openml__tic-tac-toe__49,NODE,algs-gpu-2-datasets-a
openml__tic-tac-toe__49,RandomForest,cpu-expt
openml__tic-tac-toe__49,STG,algs-gpu-2-datasets-a
openml__tic-tac-toe__49,SVM,cpu-expt
openml__tic-tac-toe__49,TabNet,gpu-expt-a
openml__tic-tac-toe__49,TabTransformer,algs-gpu-2-datasets-a
openml__tic-tac-toe__49,VIME,gpu-expt-a
openml__tic-tac-toe__49,XGBoost,gpu-expt-a
openml__tic-tac-toe__49,rtdl_FTTransformer,algs-gpu-2-datasets-a
openml__tic-tac-toe__49,rtdl_MLP,algs-gpu-2-datasets-a
openml__tic-tac-toe__49,rtdl_ResNet,algs-gpu-2-datasets-a
openml__transplant__3748,CatBoost,algs-gpu-1-datasets-b-v2
openml__transplant__3748,CatBoost,algs-gpu-1-datasets-b-v3
openml__transplant__3748,CatBoost,algs-gpu-1-datasets-b
openml__transplant__3748,DANet,algs-gpu-2-datasets-b
openml__transplant__3748,DecisionTree,algs-cpu-1-datasets-b
openml__transplant__3748,DeepFM,algs-gpu-2-datasets-b
openml__transplant__3748,KNN,algs-cpu-1-datasets-b
openml__transplant__3748,LightGBM,algs-cpu-1-datasets-b
openml__transplant__3748,LinearModel,algs-cpu-1-datasets-b
openml__transplant__3748,LinearModel,all-datasets-b
openml__transplant__3748,MLP,algs-gpu-1-datasets-b-v3
openml__transplant__3748,MLP,algs-gpu-1-datasets-b
openml__transplant__3748,NAM,algs-gpu-2-datasets-b
openml__transplant__3748,NODE,algs-gpu-2-datasets-b
openml__transplant__3748,RandomForest,algs-cpu-1-datasets-b
openml__transplant__3748,STG,algs-gpu-2-datasets-b
openml__transplant__3748,SVM,algs-cpu-1-datasets-b
openml__transplant__3748,TabNet,algs-gpu-1-datasets-b-v3
openml__transplant__3748,TabNet,algs-gpu-1-datasets-b
openml__transplant__3748,TabTransformer,algs-gpu-2-datasets-b
openml__transplant__3748,VIME,algs-gpu-1-datasets-b-v3
openml__transplant__3748,VIME,algs-gpu-1-datasets-b
openml__transplant__3748,XGBoost,algs-gpu-1-datasets-b-v2
openml__transplant__3748,XGBoost,algs-gpu-1-datasets-b-v3
openml__transplant__3748,XGBoost,algs-gpu-1-datasets-b
openml__transplant__3748,rtdl_FTTransformer,algs-gpu-2-datasets-b
openml__transplant__3748,rtdl_MLP,algs-gpu-2-datasets-b
openml__vehicle__53,CatBoost,gpu-expt-a
openml__vehicle__53,DANet,algs-gpu-2-datasets-a
openml__vehicle__53,DecisionTree,cpu-expt
openml__vehicle__53,KNN,cpu-expt
openml__vehicle__53,LightGBM,cpu-expt
openml__vehicle__53,LinearModel,cpu-expt
openml__vehicle__53,MLP,gpu-expt-a
openml__vehicle__53,NODE,algs-gpu-2-datasets-a
openml__vehicle__53,RandomForest,cpu-expt
openml__vehicle__53,STG,algs-gpu-2-datasets-a
openml__vehicle__53,SVM,cpu-expt
openml__vehicle__53,TabNet,gpu-expt-a
openml__vehicle__53,TabTransformer,algs-gpu-2-datasets-a
openml__vehicle__53,VIME,gpu-expt-a
openml__vehicle__53,XGBoost,gpu-expt-a
openml__vehicle__53,rtdl_FTTransformer,algs-gpu-2-datasets-a
openml__vehicle__53,rtdl_MLP,algs-gpu-2-datasets-a
